Image,Metric,Num Boxes,Time (s)
5,Edge Detection,2500,0.46047377586364746
6,Selective Search,100,8.024117946624756
6,Edge Detection,100,0.5324501991271973
6,Selective Search,150,7.978019714355469
6,Edge Detection,150,0.5191831588745117
6,Selective Search,200,8.267639875411987
6,Edge Detection,200,0.5210340023040771
6,Selective Search,250,7.836376190185547
6,Edge Detection,250,0.5155298709869385
6,Selective Search,300,7.859127044677734
6,Edge Detection,300,0.5139918327331543
6,Selective Search,350,8.007978916168213
6,Edge Detection,350,0.5255110263824463
6,Selective Search,400,7.988719940185547
6,Edge Detection,400,0.5175459384918213
6,Selective Search,450,7.912106990814209
6,Edge Detection,450,0.5106170177459717
6,Selective Search,500,7.861306190490723
6,Edge Detection,500,0.5089609622955322
6,Selective Search,550,7.840501070022583
6,Edge Detection,550,0.5069997310638428
6,Selective Search,600,7.8465070724487305
6,Edge Detection,600,0.5075678825378418
6,Selective Search,650,7.858041763305664
6,Edge Detection,650,0.5038330554962158
6,Selective Search,700,7.954917907714844
6,Edge Detection,700,0.5182018280029297
6,Selective Search,750,8.001062154769897
6,Edge Detection,750,0.51043701171875
6,Selective Search,800,7.8771750926971436
6,Edge Detection,800,0.511181116104126
6,Selective Search,850,7.84942626953125
6,Edge Detection,850,0.5103170871734619
6,Selective Search,900,7.836811065673828
6,Edge Detection,900,0.5057909488677979
6,Selective Search,950,7.8377299308776855
6,Edge Detection,950,0.5052969455718994
6,Selective Search,1000,7.8537821769714355
6,Edge Detection,1000,0.5058469772338867
6,Selective Search,1050,7.841318845748901
6,Edge Detection,1050,0.5065312385559082
6,Selective Search,1100,7.863866806030273
6,Edge Detection,1100,0.5069010257720947
6,Selective Search,1150,7.863184213638306
6,Edge Detection,1150,0.5043020248413086
6,Selective Search,1200,7.87674617767334
6,Edge Detection,1200,0.5071349143981934
6,Selective Search,1250,7.843096017837524
6,Edge Detection,1250,0.5108528137207031
6,Selective Search,1300,7.8507399559021
6,Edge Detection,1300,0.506392240524292
6,Selective Search,1350,7.863647937774658
6,Edge Detection,1350,0.5067996978759766
6,Selective Search,1400,7.839162111282349
6,Edge Detection,1400,0.5078668594360352
6,Selective Search,1450,7.836406946182251
6,Edge Detection,1450,0.5050570964813232
6,Selective Search,1500,7.936829090118408
6,Edge Detection,1500,0.5108869075775146
6,Selective Search,1550,7.993299961090088
6,Edge Detection,1550,0.5147230625152588
6,Selective Search,1600,8.030329942703247
6,Edge Detection,1600,0.5164461135864258
6,Selective Search,1650,7.980623722076416
6,Edge Detection,1650,0.515192985534668
6,Selective Search,1700,7.978348016738892
6,Edge Detection,1700,0.5101819038391113
6,Selective Search,1750,8.183245182037354
6,Edge Detection,1750,0.5213708877563477
6,Selective Search,1800,7.8478429317474365
6,Edge Detection,1800,0.5112648010253906
6,Selective Search,1850,7.970463991165161
6,Edge Detection,1850,0.5386381149291992
6,Selective Search,1900,8.007992029190063
6,Edge Detection,1900,0.5143799781799316
6,Selective Search,1950,7.928356885910034
6,Edge Detection,1950,0.5140893459320068
6,Selective Search,2000,8.079122304916382
6,Edge Detection,2000,0.5101189613342285
6,Selective Search,2050,7.85722279548645
6,Edge Detection,2050,0.5045251846313477
6,Selective Search,2100,7.815291881561279
6,Edge Detection,2100,0.5055711269378662
6,Selective Search,2150,7.809623718261719
6,Edge Detection,2150,0.5042030811309814
6,Selective Search,2200,7.830165863037109
6,Edge Detection,2200,0.5035309791564941
6,Selective Search,2250,8.008331060409546
6,Edge Detection,2250,0.5213930606842041
6,Selective Search,2300,8.111170053482056
6,Edge Detection,2300,0.5198969841003418
6,Selective Search,2350,7.955466032028198
6,Edge Detection,2350,0.506986141204834
6,Selective Search,2400,7.900072813034058
6,Edge Detection,2400,0.5125980377197266
6,Selective Search,2450,7.9011030197143555
6,Edge Detection,2450,0.5063250064849854
6,Selective Search,2500,7.99239706993103
6,Edge Detection,2500,0.5080680847167969
7,Selective Search,100,8.3215811252594
7,Edge Detection,100,0.5128278732299805
7,Selective Search,150,8.452355146408081
7,Edge Detection,150,0.5113227367401123
7,Selective Search,200,8.376545906066895
7,Edge Detection,200,0.5179879665374756
7,Selective Search,250,8.445915222167969
7,Edge Detection,250,0.5133318901062012
7,Selective Search,300,8.397475719451904
7,Edge Detection,300,0.5187602043151855
7,Selective Search,350,8.394054889678955
7,Edge Detection,350,0.5132710933685303
7,Selective Search,400,8.400362014770508
7,Edge Detection,400,0.5143811702728271
7,Selective Search,450,8.409814834594727
7,Edge Detection,450,0.5399007797241211
7,Selective Search,500,8.615480899810791
7,Edge Detection,500,0.5205891132354736
7,Selective Search,550,8.663820028305054
7,Edge Detection,550,0.5258018970489502
7,Selective Search,600,8.749995231628418
7,Edge Detection,600,0.5459859371185303
7,Selective Search,650,8.714825868606567
7,Edge Detection,650,0.5304751396179199
7,Selective Search,700,8.8870849609375
7,Edge Detection,700,0.5362169742584229
7,Selective Search,750,8.837085962295532
7,Edge Detection,750,0.5276041030883789
7,Selective Search,800,8.653897047042847
7,Edge Detection,800,0.5253200531005859
7,Selective Search,850,8.580525875091553
7,Edge Detection,850,0.5304012298583984
7,Selective Search,900,8.601781845092773
7,Edge Detection,900,0.5280778408050537
7,Selective Search,950,8.66505765914917
7,Edge Detection,950,0.5299172401428223
7,Selective Search,1000,8.789867162704468
7,Edge Detection,1000,0.5477139949798584
7,Selective Search,1050,8.758124828338623
7,Edge Detection,1050,0.5318329334259033
7,Selective Search,1100,8.357089042663574
7,Edge Detection,1100,0.5163180828094482
7,Selective Search,1150,8.344426155090332
7,Edge Detection,1150,0.511265754699707
7,Selective Search,1200,8.314849138259888
7,Edge Detection,1200,0.5094819068908691
7,Selective Search,1250,8.31921100616455
7,Edge Detection,1250,0.5093281269073486
7,Selective Search,1300,8.316070079803467
7,Edge Detection,1300,0.5089688301086426
7,Selective Search,1350,8.302913904190063
7,Edge Detection,1350,0.5096709728240967
7,Selective Search,1400,8.33065390586853
7,Edge Detection,1400,0.505634069442749
7,Selective Search,1450,8.339855909347534
7,Edge Detection,1450,0.5069730281829834
7,Selective Search,1500,8.539446115493774
7,Edge Detection,1500,0.5178680419921875
7,Selective Search,1550,8.3189058303833
7,Edge Detection,1550,0.5119431018829346
7,Selective Search,1600,8.335895776748657
7,Edge Detection,1600,0.5102779865264893
7,Selective Search,1650,8.340358018875122
7,Edge Detection,1650,0.512488842010498
7,Selective Search,1700,8.317639827728271
7,Edge Detection,1700,0.5092489719390869
7,Selective Search,1750,8.330678224563599
7,Edge Detection,1750,0.5571777820587158
7,Selective Search,1800,8.652931928634644
7,Edge Detection,1800,0.5140171051025391
7,Selective Search,1850,8.615943193435669
7,Edge Detection,1850,0.5196990966796875
7,Selective Search,1900,8.392535924911499
7,Edge Detection,1900,0.5110628604888916
7,Selective Search,1950,8.376374006271362
7,Edge Detection,1950,0.5107488632202148
7,Selective Search,2000,8.388323068618774
7,Edge Detection,2000,0.5087730884552002
7,Selective Search,2050,8.3609619140625
7,Edge Detection,2050,0.5106511116027832
7,Selective Search,2100,8.358092069625854
7,Edge Detection,2100,0.5106158256530762
7,Selective Search,2150,8.377765893936157
7,Edge Detection,2150,0.5069499015808105
7,Selective Search,2200,8.355917692184448
7,Edge Detection,2200,0.5079681873321533
7,Selective Search,2250,8.348687887191772
7,Edge Detection,2250,0.5125002861022949
7,Selective Search,2300,8.357000827789307
7,Edge Detection,2300,0.5093719959259033
7,Selective Search,2350,8.350275039672852
7,Edge Detection,2350,0.511695146560669
7,Selective Search,2400,8.394692182540894
7,Edge Detection,2400,0.5098681449890137
7,Selective Search,2450,8.381469011306763
7,Edge Detection,2450,0.5105001926422119
7,Selective Search,2500,8.361456871032715
7,Edge Detection,2500,0.5111680030822754
8,Selective Search,100,8.106993198394775
8,Edge Detection,100,0.5309710502624512
8,Selective Search,150,8.123605012893677
8,Edge Detection,150,0.5349922180175781
8,Selective Search,200,8.10436487197876
8,Edge Detection,200,0.5286870002746582
8,Selective Search,250,8.118498086929321
8,Edge Detection,250,0.5303859710693359
8,Selective Search,300,8.115095853805542
8,Edge Detection,300,0.5325939655303955
8,Selective Search,350,8.126046895980835
8,Edge Detection,350,0.5279779434204102
8,Selective Search,400,8.092259883880615
8,Edge Detection,400,0.5295910835266113
8,Selective Search,450,8.102439880371094
8,Edge Detection,450,0.5272929668426514
8,Selective Search,500,8.108153104782104
8,Edge Detection,500,0.5346248149871826
8,Selective Search,550,8.100949048995972
8,Edge Detection,550,0.5283918380737305
8,Selective Search,600,8.106336832046509
8,Edge Detection,600,0.52996826171875
8,Selective Search,650,8.016796112060547
8,Edge Detection,650,0.533463716506958
8,Selective Search,700,8.126582860946655
8,Edge Detection,700,0.5326719284057617
8,Selective Search,750,8.123703002929688
8,Edge Detection,750,0.5376999378204346
8,Selective Search,800,8.088921070098877
8,Edge Detection,800,0.528806209564209
8,Selective Search,850,8.116657257080078
8,Edge Detection,850,0.5321400165557861
8,Selective Search,900,8.106513261795044
8,Edge Detection,900,0.5337507724761963
8,Selective Search,950,8.134329080581665
8,Edge Detection,950,0.5314240455627441
8,Selective Search,1000,8.055495023727417
8,Edge Detection,1000,0.5341999530792236
8,Selective Search,1050,8.117730855941772
8,Edge Detection,1050,0.5346770286560059
8,Selective Search,1100,8.109920024871826
8,Edge Detection,1100,0.5351908206939697
8,Selective Search,1150,8.126919031143188
8,Edge Detection,1150,0.5393569469451904
8,Selective Search,1200,7.98665189743042
8,Edge Detection,1200,0.5376441478729248
8,Selective Search,1250,8.10537600517273
8,Edge Detection,1250,0.5338659286499023
8,Selective Search,1300,8.108843088150024
8,Edge Detection,1300,0.5327539443969727
8,Selective Search,1350,8.098429918289185
8,Edge Detection,1350,0.5311391353607178
8,Selective Search,1400,8.083665132522583
8,Edge Detection,1400,0.5317378044128418
8,Selective Search,1450,8.115324974060059
8,Edge Detection,1450,0.5349829196929932
8,Selective Search,1500,8.11386489868164
8,Edge Detection,1500,0.5369699001312256
8,Selective Search,1550,8.09589672088623
8,Edge Detection,1550,0.5401642322540283
8,Selective Search,1600,8.100734949111938
8,Edge Detection,1600,0.5311410427093506
8,Selective Search,1650,8.109106302261353
8,Edge Detection,1650,0.5302760601043701
8,Selective Search,1700,8.099825859069824
8,Edge Detection,1700,0.5376741886138916
8,Selective Search,1750,8.118199110031128
8,Edge Detection,1750,0.5341172218322754
8,Selective Search,1800,8.132117986679077
8,Edge Detection,1800,0.5405218601226807
8,Selective Search,1850,8.146095037460327
8,Edge Detection,1850,0.5387899875640869
8,Selective Search,1900,8.149878025054932
8,Edge Detection,1900,0.5424730777740479
8,Selective Search,1950,8.0921311378479
8,Edge Detection,1950,0.5415749549865723
8,Selective Search,2000,8.149753093719482
8,Edge Detection,2000,0.5383040904998779
8,Selective Search,2050,8.161794900894165
8,Edge Detection,2050,0.5362050533294678
8,Selective Search,2100,8.26265287399292
8,Edge Detection,2100,0.5566580295562744
8,Selective Search,2150,8.253886938095093
8,Edge Detection,2150,0.5478489398956299
8,Selective Search,2200,8.143851041793823
8,Edge Detection,2200,0.537787914276123
8,Selective Search,2250,8.122633934020996
8,Edge Detection,2250,0.5372869968414307
8,Selective Search,2300,8.1098952293396
8,Edge Detection,2300,0.5357961654663086
8,Selective Search,2350,8.107083082199097
8,Edge Detection,2350,0.5353479385375977
8,Selective Search,2400,8.0918710231781
8,Edge Detection,2400,0.5389108657836914
8,Selective Search,2450,8.110615015029907
8,Edge Detection,2450,0.5336959362030029
8,Selective Search,2500,8.116688251495361
8,Edge Detection,2500,0.5403048992156982
9,Selective Search,100,7.420754909515381
9,Edge Detection,100,0.5080239772796631
9,Selective Search,150,7.3993401527404785
9,Edge Detection,150,0.5087108612060547
9,Selective Search,200,7.405527114868164
9,Edge Detection,200,0.5094561576843262
9,Selective Search,250,7.415378093719482
9,Edge Detection,250,0.5084879398345947
9,Selective Search,300,7.407884120941162
9,Edge Detection,300,0.5152161121368408
9,Selective Search,350,7.397124767303467
9,Edge Detection,350,0.5086531639099121
9,Selective Search,400,7.426963806152344
9,Edge Detection,400,0.5101220607757568
9,Selective Search,450,7.40592098236084
9,Edge Detection,450,0.5120439529418945
9,Selective Search,500,7.552944898605347
9,Edge Detection,500,0.5268661975860596
9,Selective Search,550,7.66973090171814
9,Edge Detection,550,0.5150468349456787
9,Selective Search,600,7.598926782608032
9,Edge Detection,600,0.5143711566925049
9,Selective Search,650,7.54957389831543
9,Edge Detection,650,0.5181660652160645
9,Selective Search,700,7.4458301067352295
9,Edge Detection,700,0.5121088027954102
9,Selective Search,750,7.437688827514648
9,Edge Detection,750,0.5094740390777588
9,Selective Search,800,7.489749908447266
9,Edge Detection,800,0.5114350318908691
9,Selective Search,850,7.4273362159729
9,Edge Detection,850,0.5070719718933105
9,Selective Search,900,7.488923788070679
9,Edge Detection,900,0.5158228874206543
9,Selective Search,950,7.52534294128418
9,Edge Detection,950,0.527888298034668
9,Selective Search,1000,7.5275559425354
9,Edge Detection,1000,0.5146939754486084
9,Selective Search,1050,7.429351329803467
9,Edge Detection,1050,0.5094847679138184
9,Selective Search,1100,7.42392897605896
9,Edge Detection,1100,0.5086381435394287
9,Selective Search,1150,7.53959584236145
9,Edge Detection,1150,0.5207750797271729
9,Selective Search,1200,7.552479028701782
9,Edge Detection,1200,0.5106151103973389
9,Selective Search,1250,7.516003131866455
9,Edge Detection,1250,0.5126190185546875
9,Selective Search,1300,7.531567811965942
9,Edge Detection,1300,0.5195610523223877
9,Selective Search,1350,7.478567838668823
9,Edge Detection,1350,0.5255208015441895
9,Selective Search,1400,7.589132070541382
9,Edge Detection,1400,0.5143847465515137
9,Selective Search,1450,7.629048824310303
9,Edge Detection,1450,0.5167300701141357
9,Selective Search,1500,7.6149680614471436
9,Edge Detection,1500,0.5131328105926514
9,Selective Search,1550,7.461913824081421
9,Edge Detection,1550,0.5093080997467041
9,Selective Search,1600,7.4413440227508545
9,Edge Detection,1600,0.5137698650360107
9,Selective Search,1650,7.454735994338989
9,Edge Detection,1650,0.5124900341033936
9,Selective Search,1700,7.428720951080322
9,Edge Detection,1700,0.5129671096801758
9,Selective Search,1750,7.429296970367432
9,Edge Detection,1750,0.5077528953552246
9,Selective Search,1800,7.416464805603027
9,Edge Detection,1800,0.5099749565124512
9,Selective Search,1850,7.478928089141846
9,Edge Detection,1850,0.5052118301391602
9,Selective Search,1900,7.43544864654541
9,Edge Detection,1900,0.5100412368774414
9,Selective Search,1950,7.434990167617798
9,Edge Detection,1950,0.5112650394439697
9,Selective Search,2000,7.442548990249634
9,Edge Detection,2000,0.5093979835510254
9,Selective Search,2050,7.453901052474976
9,Edge Detection,2050,0.5095334053039551
9,Selective Search,2100,7.442393779754639
9,Edge Detection,2100,0.5123400688171387
9,Selective Search,2150,7.443825006484985
9,Edge Detection,2150,0.508159875869751
9,Selective Search,2200,7.452136039733887
9,Edge Detection,2200,0.5139410495758057
9,Selective Search,2250,7.4444420337677
9,Edge Detection,2250,0.5093240737915039
9,Selective Search,2300,7.478232145309448
9,Edge Detection,2300,0.5210707187652588
9,Selective Search,2350,7.445152997970581
9,Edge Detection,2350,0.5081298351287842
9,Selective Search,2400,7.452939033508301
9,Edge Detection,2400,0.5128226280212402
9,Selective Search,2450,7.437234878540039
9,Edge Detection,2450,0.5119898319244385
9,Selective Search,2500,7.408174991607666
9,Edge Detection,2500,0.5065939426422119
10,Selective Search,100,1.8175230026245117
10,Edge Detection,100,0.43970513343811035
10,Selective Search,150,1.8371317386627197
10,Edge Detection,150,0.44217538833618164
10,Selective Search,200,1.853468894958496
10,Edge Detection,200,0.43905115127563477
10,Selective Search,250,1.8576979637145996
10,Edge Detection,250,0.4387509822845459
10,Selective Search,300,1.8400499820709229
10,Edge Detection,300,0.43784403800964355
10,Selective Search,350,1.8293380737304688
10,Edge Detection,350,0.4410068988800049
10,Selective Search,400,1.8401620388031006
10,Edge Detection,400,0.43860697746276855
10,Selective Search,450,1.8515620231628418
10,Edge Detection,450,0.4450979232788086
10,Selective Search,500,1.8765571117401123
10,Edge Detection,500,0.46704721450805664
10,Selective Search,550,1.8814237117767334
10,Edge Detection,550,0.439133882522583
10,Selective Search,600,1.8416640758514404
10,Edge Detection,600,0.44570088386535645
10,Selective Search,650,1.8303451538085938
10,Edge Detection,650,0.4399909973144531
10,Selective Search,700,1.8478200435638428
10,Edge Detection,700,0.4377739429473877
10,Selective Search,750,1.8701341152191162
10,Edge Detection,750,0.44228100776672363
10,Selective Search,800,1.8612709045410156
10,Edge Detection,800,0.4374072551727295
10,Selective Search,850,1.8139829635620117
10,Edge Detection,850,0.43862104415893555
10,Selective Search,900,1.8306479454040527
10,Edge Detection,900,0.43729209899902344
10,Selective Search,950,1.8475110530853271
10,Edge Detection,950,0.44215893745422363
10,Selective Search,1000,1.857179880142212
10,Edge Detection,1000,0.4389989376068115
10,Selective Search,1050,1.8631649017333984
10,Edge Detection,1050,0.43576812744140625
10,Selective Search,1100,1.8266491889953613
10,Edge Detection,1100,0.4425809383392334
10,Selective Search,1150,1.8302772045135498
10,Edge Detection,1150,0.4395756721496582
10,Selective Search,1200,1.8414359092712402
10,Edge Detection,1200,0.44587206840515137
10,Selective Search,1250,1.8524458408355713
10,Edge Detection,1250,0.43974924087524414
10,Selective Search,1300,1.8707330226898193
10,Edge Detection,1300,0.44168996810913086
10,Selective Search,1350,1.82440185546875
10,Edge Detection,1350,0.43878626823425293
10,Selective Search,1400,1.8198802471160889
10,Edge Detection,1400,0.43767285346984863
10,Selective Search,1450,1.8284997940063477
10,Edge Detection,1450,0.43867921829223633
10,Selective Search,1500,1.8615717887878418
10,Edge Detection,1500,0.43883204460144043
10,Selective Search,1550,1.8561890125274658
10,Edge Detection,1550,0.43954014778137207
10,Selective Search,1600,1.8519697189331055
10,Edge Detection,1600,0.440662145614624
10,Selective Search,1650,1.824777364730835
10,Edge Detection,1650,0.43656325340270996
10,Selective Search,1700,1.846472978591919
10,Edge Detection,1700,0.44199609756469727
10,Selective Search,1750,1.8908281326293945
10,Edge Detection,1750,0.44318485260009766
10,Selective Search,1800,1.9642202854156494
10,Edge Detection,1800,0.4435997009277344
10,Selective Search,1850,1.8778791427612305
10,Edge Detection,1850,0.445969820022583
10,Selective Search,1900,1.8704171180725098
10,Edge Detection,1900,0.44137096405029297
10,Selective Search,1950,1.8284471035003662
10,Edge Detection,1950,0.44376397132873535
10,Selective Search,2000,1.8627848625183105
10,Edge Detection,2000,0.440065860748291
10,Selective Search,2050,1.8586502075195312
10,Edge Detection,2050,0.44271278381347656
10,Selective Search,2100,1.8503789901733398
10,Edge Detection,2100,0.446605920791626
10,Selective Search,2150,1.8299429416656494
10,Edge Detection,2150,0.43904685974121094
10,Selective Search,2200,1.8326640129089355
10,Edge Detection,2200,0.44304990768432617
10,Selective Search,2250,1.8692760467529297
10,Edge Detection,2250,0.4399089813232422
10,Selective Search,2300,1.8613786697387695
10,Edge Detection,2300,0.4422142505645752
10,Selective Search,2350,1.8369829654693604
10,Edge Detection,2350,0.44290733337402344
10,Selective Search,2400,1.8279118537902832
10,Edge Detection,2400,0.43845295906066895
10,Selective Search,2450,1.8406262397766113
10,Edge Detection,2450,0.4455606937408447
10,Selective Search,2500,1.8747148513793945
10,Edge Detection,2500,0.4413418769836426
